bodyId,type,instance,superclass,subclass,somaSide,rootSide,somaNeuromere,exitNerve,mancBodyid,mancType,flywireType,status,statusLabel,literature_muscle,literature_action,literature_sources,muscle_bridge_status,limits
555796,MN2V,MN2V_L,cb_motor,pm,L,,,MxLbN,,,CB0783,Traced,Roughly traced,m2V,補助rostrum退縮,MCK20,exact_type_label_bridge,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。
556449,CvN7,CvN7_R,cb_motor,nm,R,,,CvN,,,CB0831,Traced,Roughly traced,VL1 (ventral longitudinal neck muscle),頭部姿勢調整。各型の固定yaw/pitch/roll作用は割り当てない。CvN7はpitch方向が初期姿勢により反転,GOR24,exact_type_label_bridge,GOR24 Fig4hでCvN4はVL2のみ、CvN5-8はVL1。固定方向の筋写像ではない。型名照合であり現在のMaleCNS活動ではない。
556589,MN3L,MN3L_L,cb_motor,pm,L,,,PhN,,,CB0875/CB0882,Traced,Prelim Roughly traced,m3 lateral fibres,haustellum屈曲,MCK20,exact_type_label_bridge,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。
580748,MN1,MN1_R,cb_motor,pm,R,,GNG,MxLbN,,,CB0720,Traced,Prelim Roughly traced,m1,rostrum退縮。伸展状態ではhaustellum屈曲も誘起,MCK20,exact_type_label_bridge,MN2DとMN4のa/b亜型は2026命名。2020の親型操作を各亜型の独立作用としない。機械的連動と神経回路協調も別。
800056,DVMn 1a-c,DVMn 1a-c_R,vnc_motor,wm,R,,T2,ADMN,10733.0,DVMn 1a-c,,Traced,Reviewed,DVM1,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800146,TTMn,TTMn_R,vnc_motor,wm,R,,T2,PDMNp,10110.0,TTMn,,Traced,Reviewed,middle-leg tergotrochanter muscle (TTM),中脚跳躍/離陸の脚伸展,AZE24;MANC,exact_type_label_bridge,wm注釈でも翅を直接動かす筋ではない。
800184,MNwm36,MNwm36_L,vnc_motor,wm,L,,T2,MesoAN,10178.0,MNwm36,,Traced,Reviewed,unassigned; pleurosternal candidate,筋/作用未確定,MANC;AZE24,candidate,ps1近似形態。筋支配・神経修飾との識別未確定。
800190,MNwm35,MNwm35_R,vnc_motor,wm,R,,T2,MesoAN,13665.0,MNwm35,,Traced,Reviewed,third axillary iii4 candidate (FANC nomenclature iii2),直接操舵候補,MANC;AZE24,candidate,MANC Fig6でputative。iii2/iii4の文献命名差を同義識別なしに統合しない。
800241,hg1 MN,hg1 MN_L,vnc_motor,wm,L,,T2,ADMN,10123.0,hg1 MN,,Traced,Roughly traced,fourth axillary hg1 / iv1,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800248,MNad07,MNad07_L,vnc_motor,ad,L,,A4,AbN4,14768.0,MNad07,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800381,i2 MN,i2 MN_L,vnc_motor,wm,L,,T2,ADMN,14390.0,i2 MN,,Traced,Reviewed,first axillary i2,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800412,DVMn 1a-c,DVMn 1a-c_L,vnc_motor,wm,L,,T2,ADMN,12330.0,DVMn 1a-c,,Traced,Reviewed,DVM1,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800474,MNhm42,MNhm42_R,vnc_motor,hm,R,,T3,AbN1,49582.0,MNhm42,,Traced,Roughly traced,haltere basalar hb1 or hb2 (unordered pair),平均棍操舵,MANC;EHR23,unordered_muscle_pair,hb1/hb2のどちらを各型が支配するかは未決。MANC49582は両型に重複対応。
800478,MNad68,MNad68_L,vnc_motor,ad,L,,A9,AbNT,10094.0,MNad68,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800479,MNad49,MNad49_R,vnc_motor,ad,R,,A9,AbNT,13493.0,MNad49,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800573,i2 MN,i2 MN_R,vnc_motor,wm,R,,T2,ADMN,10145.0,i2 MN,,Traced,Reviewed,first axillary i2,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800577,MNad61,MNad61_L,vnc_motor,ad,L,,A8,AbNT,11265.0,MNad61,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800606,MNwm35,MNwm35_L,vnc_motor,wm,L,,T2,MesoAN,11991.0,MNwm35,,Traced,Reviewed,third axillary iii4 candidate (FANC nomenclature iii2),直接操舵候補,MANC;AZE24,candidate,MANC Fig6でputative。iii2/iii4の文献命名差を同義識別なしに統合しない。
800608,MNad19,MNad19_R,vnc_motor,ad,R,,A4,AbN4,11283.0,MNad19,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800637,i1 MN,i1 MN_R,vnc_motor,wm,R,,T2,ADMN,10225.0,i1 MN,,Traced,Roughly traced,first axillary i1,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800659,MNad22,MNad22_R,vnc_motor,ad,R,,A7,AbNT,11242.0,MNad22,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800664,MNad64,MNad64_L,vnc_motor,ad,L,,A9,AbNT,11097.0,MNad64,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800696,MNwm36,MNwm36_R,vnc_motor,wm,R,,T2,MesoAN,46457.0,MNwm36,,Traced,Reviewed,unassigned; pleurosternal candidate,筋/作用未確定,MANC;AZE24,candidate,ps1近似形態。筋支配・神経修飾との識別未確定。
800718,DLMn c-f,DLMn c-f_L,vnc_motor,wm,L,,T1,PDMNa,10088.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
800743,ps1 MN,ps1 MN_R,vnc_motor,wm,R,,T2,MesoAN,10204.0,ps1 MN,,Traced,Reviewed,pleurosternal ps1,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800762,MNad41,MNad41_L,vnc_motor,ad,L,,A1,AbN2,10904.0,MNad41,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800847,hg4 MN,hg4 MN_L,vnc_motor,wm,L,,T2,MesoAN,10200.0,hg4 MN,,Traced,Reviewed,fourth axillary hg4 / iv4,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800875,MNad33,MNad33_L,vnc_motor,ad,L,,A1,AbN2,15801.0,MNad33,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
800890,DLMn c-f,DLMn c-f_L,vnc_motor,wm,L,,T1,PDMNa,10014.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
800899,tp2 MN,tp2 MN_R,vnc_motor,wm,R,,T2,ADMN,10766.0,tp2 MN,,Traced,Reviewed,tergopleural tp2,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800906,hg4 MN,hg4 MN_R,vnc_motor,wm,R,,T2,MesoAN,10433.0,hg4 MN,,Traced,Reviewed,fourth axillary hg4 / iv4,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800917,hg1 MN,hg1 MN_R,vnc_motor,wm,R,,T2,ADMN,10011.0,hg1 MN,,Traced,Roughly traced,fourth axillary hg1 / iv1,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
800928,ps1 MN,ps1 MN_L,vnc_motor,wm,L,,T2,MesoAN,10958.0,ps1 MN,,Traced,Reviewed,pleurosternal ps1,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801020,MNad20,MNad20_L,vnc_motor,ad,L,,A9,AbNT,14983.0,MNad20,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801021,hg3 MN,hg3 MN_L,vnc_motor,wm,L,,T2,ADMN,10130.0,hg3 MN,,Traced,Reviewed,fourth axillary hg3 / iv3,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801137,b2 MN,b2 MN_L,vnc_motor,wm,L,,T2,ADMN,10131.0,b2 MN,,Traced,Reviewed,basalar b2,両側操作でbody pitch torque/前方stroke角を変える。慢性抑制はpitch PI模型の比例利得を低下,MANC;AZE24;WHI22,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801158,MNad64,MNad64_R,vnc_motor,ad,R,,A9,AbNT,10872.0,MNad64,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801185,tpn MN,tpn MN_L,vnc_motor,wm,L,,T2,ADMN,10543.0,tpn MN,,Traced,Reviewed,tergopleural tpn,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801220,i1 MN,i1 MN_L,vnc_motor,wm,L,,T2,ADMN,10115.0,i1 MN,,Traced,Roughly traced,first axillary i1,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801292,b3 MN,b3 MN_L,vnc_motor,wm,L,,T2,ADMN,10055.0,b3 MN,,Traced,Reviewed,basalar b3,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801295,"DLMn a, b","DLMn a, b_R",vnc_motor,wm,R,,T2,PDMNa,10589.0,"DLMn a, b",,Traced,Reviewed,"DLM fibres a,b",間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
801304,MNad42,MNad42_L,vnc_motor,ad,L,,A1,AbN2,10460.0,MNad42,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801310,b1 MN,b1 MN_L,vnc_motor,wm,L,,T2,ADMN,10013.0,b1 MN,,Traced,Reviewed,basalar b1,両側操作でbody pitch torque/前方stroke角を変える。慢性抑制はpitch PI模型の積分利得を低下,MANC;AZE24;WHI22,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801319,MNnm13,MNnm13_L,vnc_motor,nm,L,,T1,DProN,13974.0,MNnm13,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801350,b2 MN,b2 MN_R,vnc_motor,wm,R,,T2,ADMN,10064.0,b2 MN,,Traced,Reviewed,basalar b2,両側操作でbody pitch torque/前方stroke角を変える。慢性抑制はpitch PI模型の比例利得を低下,MANC;AZE24;WHI22,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801362,MNad41,MNad41_R,vnc_motor,ad,R,,A1,AbN2,10840.0,MNad41,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801391,STTMm,STTMm_R,vnc_motor,wm,R,,T2,PDMNp,24493.0,STTMm,,Traced,Reviewed,small TTM-associated MN; TTM or intracoxal muscles 67/68 candidate,未確定：TTM/基節内のdepressor・levator候補,AZE24,candidate,小型2MN/側は筋作用未確定。主TTMnの跳躍作用を転記しない。
801394,MNad67,MNad67_R,vnc_motor,ad,R,,A8,AbNT,10865.0,MNad67,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801434,MNad19,MNad19_L,vnc_motor,ad,L,,A4,AbN4,12612.0,MNad19,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801491,MNad19,MNad19_R,vnc_motor,ad,R,,A5,AbN4,11768.0,MNad19,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801553,MNad05,MNad05_R,vnc_motor,ad,R,,A2,AbN4,14902.0,MNad05,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801678,ADNM1 MN,ADNM1 MN_R,vnc_motor,nm,R,,T1,CvN,20860.0,ADNM1,,Traced,Roughly traced,TH1 candidate via CvNA1,頸部作用候補。Gorko CvNA1/2はVNC由来で横走水平筋を支配,GOR24,cross_nomenclature_unverified,ADNMとCvNAの直接同義対応を今回は未検証。筋を確定欄に転記しない。
801815,tpn MN,tpn MN_R,vnc_motor,wm,R,,T2,ADMN,11294.0,tpn MN,,Traced,Reviewed,tergopleural tpn,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801816,DVMn 1a-c,DVMn 1a-c_R,vnc_motor,wm,R,,T2,ADMN,14898.0,DVMn 1a-c,,Traced,Reviewed,DVM1,間接飛翔動力筋・翅挙上。非同期伸張活性化でDLMと拮抗,AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801895,DLMn c-f,DLMn c-f_L,vnc_motor,wm,L,,T1,PDMNa,10592.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
801899,MNad42,MNad42_R,vnc_motor,ad,R,,A1,AbN2,10782.0,MNad42,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
801933,MNhm42,MNhm42_L,vnc_motor,hm,L,,T3,AbN1,10571.0,MNhm42,,Traced,Roughly traced,haltere basalar hb1 or hb2 (unordered pair),平均棍操舵,MANC;EHR23,unordered_muscle_pair,hb1/hb2のどちらを各型が支配するかは未決。MANC49582は両型に重複対応。
801949,tp2 MN,tp2 MN_L,vnc_motor,wm,L,,T2,ADMN,10270.0,tp2 MN,,Traced,Reviewed,tergopleural tp2,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
801970,"DLMn a, b","DLMn a, b_L",vnc_motor,wm,L,,T2,PDMNa,10074.0,"DLMn a, b",,Traced,Reviewed,"DLM fibres a,b",間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
801998,DLMn c-f,DLMn c-f_R,vnc_motor,wm,R,,T1,PDMNa,10361.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
802003,MNad01,MNad01_L,vnc_motor,ad,L,,A3,AbN4,29602.0,MNad01,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802028,tp1 MN,tp1 MN_R,vnc_motor,wm,R,,T2,ADMN,10778.0,tp1 MN,,Traced,Reviewed,tergopleural tp1,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802055,hi2 MN,hi2 MN_R,vnc_motor,hm,R,,T3,AbN1,16222.0,hi2 MN,,Traced,Reviewed,haltere first axillary hi2,平均棍の直接操舵、感覚帰還を介する翅MN発火位相/動員調整候補,DIC19;EHR23;MANC,candidate,DIC19の標識は複数筋MN。hi2とhiii2の個別機能・MaleCNSの複数候補間対応は未確定。
802114,MNad66,MNad66_L,vnc_motor,ad,L,,A8,AbNT,12526.0,MNad66,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802116,MNad65,MNad65_R,vnc_motor,ad,R,,A9,AbNT,10660.0,MNad65,,Traced,Roughly traced,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802120,b3 MN,b3 MN_R,vnc_motor,wm,R,,T2,ADMN,10067.0,b3 MN,,Traced,Reviewed,basalar b3,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802130,MNad02,MNad02_L,vnc_motor,ad,L,,A2,AbN3,24225.0,MNad02,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802137,MNad19,MNad19_L,vnc_motor,ad,L,,A5,AbN4,10753.0,MNad19,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802151,MNnm03,MNnm03_R,vnc_motor,nm,R,,T1,DProN,45594.0,MNnm03,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802152,MNnm08,MNnm08_R,vnc_motor,nm,R,,T1,DProN,11954.0,MNnm08,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802164,MNad14,MNad14_L,vnc_motor,ad,L,,A5,AbN4,26635.0,MNad14,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802201,MNad68,MNad68_R,vnc_motor,ad,R,,A9,AbNT,16631.0,MNad68,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802240,MNad62,MNad62_L,vnc_motor,ad,L,,A8,AbNT,19919.0,MNad62,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802251,MNad34,MNad34_L,vnc_motor,ad,L,,A1,AbN2,10787.0,MNad34,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802252,MNad34,MNad34_R,vnc_motor,ad,R,,A1,AbN2,14095.0,MNad34,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802315,tp1 MN,tp1 MN_L,vnc_motor,wm,L,,T2,ADMN,10521.0,tp1 MN,,Traced,Reviewed,tergopleural tp1,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802327,iii3 MN,iii3 MN_R,vnc_motor,wm,R,,T2,MesoAN,10287.0,iii3 MN,,Traced,Reviewed,third axillary iii3,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802405,MNad06,MNad06_L,vnc_motor,ad,L,,A3,AbN4,20425.0,MNad06,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802413,MNad53,MNad53_L,vnc_motor,ad,L,,A9,AbNT,15615.0,MNad53,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802500,MNad40,MNad40_R,vnc_motor,ad,R,,A1,AbN2,14613.0,MNad40,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802544,DLMn c-f,DLMn c-f_R,vnc_motor,wm,R,,T1,PDMNa,162240.0,DLMn c-f,,Traced,Reviewed,DLM fibres c-f,間接飛翔動力筋・翅下降。非同期伸張活性化の動力を調節,AZE24;HUR23,exact_type_label_bridge,"DLMn a,bは筋2線維を支配する1MN/側。DLMn c-fは4MN/側。論文MN1-5と個別一対一へ再番号付けしない。soma側と筋側は反対になり得る。"
802579,MNad65,MNad65_L,vnc_motor,ad,L,,A9,AbNT,12975.0,MNad65,,Traced,Roughly traced,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802587,MNad20,MNad20_R,vnc_motor,ad,R,,A8,AbNT,22418.0,MNad20,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802659,MNhm03,MNhm03_R,vnc_motor,hm,R,,T3,AbN1,18566.0,MNhm03,,Traced,Reviewed,unassigned haltere-associated muscle,筋/作用未確定,MANC,unassigned,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802690,MNad30,MNad30_R,vnc_motor,ad,R,,A1,AbN2,17583.0,MNad30,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802781,MNnm08,MNnm08_L,vnc_motor,nm,L,,T1,DProN,11059.0,MNnm08,,Traced,Reviewed,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802806,MNhm03,MNhm03_L,vnc_motor,hm,L,,T3,AbN1,10825.0,MNhm03,,Traced,Reviewed,unassigned haltere-associated muscle,筋/作用未確定,MANC,unassigned,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802835,iii1 MN,iii1 MN_L,vnc_motor,wm,L,,T2,MesoAN,10614.0,iii1 MN,,Traced,Reviewed,third axillary iii1,翅基部硬節を介する直接操舵。単一の固定yaw/pitch/roll作用は今回割り当てない,MANC;AZE24;EHR23,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802837,ps2 MN,ps2 MN_R,vnc_motor,wm,R,,T2,MesoAN,11054.0,ps2 MN,,Traced,Reviewed,pleurosternal ps2,胸郭張力/剛性などを変える間接制御・張力筋。動力筋DLM/DVMと区別,MANC;AZE24,exact_type_label_bridge,文献の機能標本とMaleCNSは別個体。型名対応のみで生理を同定しない。
802907,MNad23,MNad23_R,vnc_motor,ad,R,,A7,AbNT,10505.0,MNad23,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802923,MNnm03,MNnm03_L,vnc_motor,nm,L,,T1,DProN,156960.0,MNnm03,,Traced,Prelim Roughly traced,unassigned,頸部注釈のみ。具体的筋/作用未同定,GOR24;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
802937,MNad63,MNad63_L,vnc_motor,ad,L,,A1,AbN2,11428.0,MNad63,,Traced,Reviewed,unassigned,腹部/尾端注釈のみ。具体的筋/作用未同定,MANC;BANC26,annotation_only,型名/出神経のみから具体的筋や作用を推定しない。
